wharton_reports_wharton-mba-course-list
Department,Course ID,Course Title,Instructors,Description
"Operations, Information and Decisions",OIDD5250,Thinking with Models: Business Analytics for Energy and Sustainability(1 CU),Steven O Kimbrough,"Models are lenses. They are instruments with which we view, interpret, and give meaning to data. In this course, students will be exposed to and do work in all phases of the modeling life-cycle, including model design and specification, model construction (including data gathering and testing), extraction of information from models during post-solution analysis, and creation of studies that use modeling results to support conclusions for scientific or decision making purposes. In addition, the course will cover critical assessments of fielded models and studies using them. The course will focus broadly on models pertaining to energy and sustainability. This is not only an inherently interesting and important area, but it is very much a public one. In consequence, models, data, and studies using them are publicly and profusely available, as is excellent journalism, which facilitates introductions to specific topics. The course covers selected topics in energy and sustainability. Essential background will be presented as needed, but the course is not a comprehensive overview of energy and sustainability. Modeling in the area of energy and sustainability analytics is rife with uncertainty, and yet decisions must be made. Uncertainty, and how to deal with it in model-based decision making, is an overarching theme of the course. We will focus on energy and sustainability, but that area is hardly unique in being beset with deep and vexing uncertainties. The lessons we learn will generalize. The overall aim of the course is to teach facility with modeling and to use real-world data, models, and studies in doing so. In addition, students with interests in investment or policy analysis in the energy sphere will find the course's subject area focus useful. OIDD 3250 is not a prerequisite for this course, but it's helpful if you have already taken it."
"Operations, Information and Decisions",OIDD5810,Convex Optimization for Statistics and Data Science(1 CU),Christopher Criscitiello,"Convex optimization has become a real pillar of modern data science and has transformed algorithm designs. A wide spectrum of problems in statistics, machine learning, and engineering can be formulated as optimization tasks that exhibit favorable convexity properties, which admit standardized and efficient solutions. This course aims to introduce the elements of convex optimization, concentrating on modeling aspects and algorithms that are useful in data science applications. Topics include convex sets, convex functions, linear and quadratic programs, semidefinite programming, optimality conditions and duality theory. We will visit important applications in statistics and machine learning to demonstrate the wide applicability of convex optimization. We will also cover effective optimization algorithms like gradient descent and Newton's method. Prerequisites: Basic linear algebra, basic calculus, basic probability, and knowledge of a programming language like MATLAB or Python to conduct simulation exercises."
"Operations, Information and Decisions",OIDD6110,Quality and Productivity(0.5 CU),"Christian Terwiesch, Santiago Gallino, Simone Marinesi","Matching supply with demand is an enormous challenge for firms: excess supply is too costly, inadequate supply irritates customers. In the course, we will explore how firms can better organize their operations so that they more effectively align their supply with the demand for their products and services. Throughout the course, we illustrate mathematical analysis applied to real operational challenges--we seek rigor and relevance. Our aim is to provide both tactical knowledge and high-level insights needed by general managers and management consultants. We will demonstrate that companies can use (and have used) the principles from this course to significantly enhance their competitiveness."
"Operations, Information and Decisions",OIDD6120,Business Analytics(0.5 CU),"Noah F Gans, Sergei Savin, Ziv Z Katalan","""Managing the Productive Core: Business Analytics"" is a course on business analytics tools and their application to management problems. Its main topics are optimization, decision making under uncertainty, and simulation. The emphasis is on business analytics tools that are widely used in diverse industries and functional areas, including operations, finance, accounting, and marketing."
"Operations, Information and Decisions",OIDD6130,Online Business Models and the Information-Based Firm(0.5 CU),Daniel Rock,"This course is devoted to the study of the strategic use of information and the related role of information technology. It is designed for students who want to manage and compete in technology-intensive businesses. Heavy emphasis is placed on applying information economics principles and theoretical rigor to analyze businesses in information-intensive industries using both qualitative and quantitative techniques. We will study information-based industries like digital media, social networks, financial services, and online retail as well as traditional businesses that are being changed by new digital capabilities. There are four broad themes for the course: the economics of information goods and services, information and consumer behavior, markets and market design, and network economics.   Each day we will discuss a core topic in one or more of these themes, with an emphasis on bridging theoretical ideas to real world applications. Application topics might include applying artificial intelligence, platform economics, and cryptocurrencies.  Technology skills are not required, although a background in information technology management, strategic management, data science, or managerial economics is helpful."
"Operations, Information and Decisions",OIDD6140,Innovation(0.5 CU),Serguei Netessine,"The course is first and foremost an intensive, integrative, project course in which student teams create one or more real businesses. Some businesses spun out of the course and now managed by alumni include Terrapass Inc. and Smatchy Inc. The project experience is an exciting context in which to learn key tools and fundamentals useful in innovation, problem solving, and design. Examples of these tools and fundamentals are: problem definition, identification of opportunities, generating alternatives, selecting among alternatives, principles of data graphics, and managing innovation pipelines. The course requires a commitment of at least 10 hours of work outside of class and comfort working on unstructured, interdisciplinary problems. Students with a strong interest in innovation and entrepreneurship are particularly encouraged to enroll. Please read carefully the syllabus posted on-line before registering for this course."
"Operations, Information and Decisions",OIDD6150,Operations Strategy(0.5 CU),"Gad Allon, Gerard Cachon, Senthil Veeraraghavan","Operations strategy is about organizing people and resources to gain a competitive advantage in the delivery of products (both goods and services) to customers. This course approaches this challenge primarily from two perspectives: 1) how should a firm design their products so that they can be profitably offered; 2) how can a firm best organize and acquire resources to deliver its portfolio of products to customers. To be able to make intelligent decisions regarding these high-level choices, this course also provides a foundation of analytical methods. These methods give students a conceptual framework for understanding the linkage between how a firm manages its supply and how well that supply matches the firm's resulting demand. Specific course topics include designing service systems, managing inventory and product variety, capacity planning, approaches to sourcing and supplier management, constructing global supply chains, managing sustainability initiatives, and revenue management. This course emphasizes both quantitative tools and qualitative frameworks. Neither is more important than the other."
"Operations, Information and Decisions",OIDD6360,Scaling Operations: Linking Strategy and Execution(1 CU),Gad Allon,"The goal of this course is to make strategic scaling decisions that are grounded in operational reality. We study how to build and evaluate the operational business model of the firm to maximize value with the focus on scaling the firm's operations. We will approach the challenge of scaling by taking a holistic view that incorporates competitive strategy, financial evaluation, and the customer experience. We focus on decisions and challenges that many firms that try to scale their operations face with the focus on assessing the readiness of the firm to scale, and the required steps to scale. In particular, we will discuss whether the firm should build competencies in-house (i.e., investing in a portfolio of assets) or buy them (i.e., developing and implementing a global sourcing strategy and integrating external partners) and the risks associated with scaling these. We will also discuss the organizational implications of scaling. There are no formal pre-requisites to the class. Students who have already taken OIDD 611, OIDD 615, and STAT 613 should be equipped for the class. Other students should have a solid understanding of elementary probability and statistics. For questions regarding the specifics of your background, please contact the instructor."
"Operations, Information and Decisions",OIDD6530,Mathematical Modeling and its Application in Finance(1 CU),Ziv Z Katalan,"Quantitative methods have become fundamental tools in the analysis and planning of financial operations. There are many reasons for this development: the emergence of a whole range of new complex financial instruments, innovations in securitization, the increased globalization of the financial markets, the proliferation of information technology and the rise of high-frequency traders, etc. In this course, models for hedging, asset allocation, and multi-period portfolio planning are developed, implemented, and tested. In addition, pricing models for options, bonds, mortgage-backed securities, and other derivatives are studied. The models typically require the tools of statistics, optimization, and/or simulation, and they are implemented in spreadsheets or a high-level modeling environment, MATLAB. This course is quantitative and will require extensive computer use. The course is intended for students who have strong interest in finance. The objective is to provide students the necessary practical tools they will require should they choose to join the financial services industry, particularly in roles such as: derivatives, quantitative trading, portfolio management, structuring, financial engineering, risk management, etc. Prospective students should be comfortable with quantitative methods, such as basic statistics and the methodologies (mathematical programming and simulation) taught in OIDD 612 Business Analytics or OIDD 321 Management Science (or equivalent). Students should seek permission from the instructor if the background requirements are not met."
"Operations, Information and Decisions",OIDD6540,Product Management(0.5 CU),Karl Thatcher Ulrich,"The course provides the student with a number of tools and concepts necessary for the contemporary practice of product management. The course is most relevant to those who hope to work as product managers, as well as for entrepreneurs who will typically serve as their venture's initial product managers. General managers and other functional managers may also find the course valuable to better understand the product management function. The key modules in the course comprise (a) creating something from nothing, (b) design and design thinking, (c) performance measurement and the communication of quantitative information, (d) agile development processes, and (e) managing growth. Alumni guest speakers in interesting product management roles will typically be scheduled weekly in the course. Many examples, tools, and methods will come from technology-based industries, but applications will also be drawn from financial services and consumer products. Most assignments will be completed for a focal product selected by each student, which could be an entrepreneurial project, something related to current or prior employment, or simply a product of personal interest. A recent Canvas site for the course is here, and should be viewable by the public. https://canvas.upenn.edu/courses/1575358 Other Information: Pedagogy includes lectures, small-group discussion, current and historical cases, podcasts, documentary films, and application of tools to a focal product. Most assignments are individual. PLEASE NOTE: Only Wharton MBA students may register for OIDD 6540."
"Operations, Information and Decisions",OIDD6590,Advanced Topics: Supply Chain Analytics(1 CU),Sean Willems,"OIDD 6590 enables students to develop modeling skills and a problem-solving toolkit applicable to the design and planning of supply chains.  The course is comprised of case studies written by recent MBA students tackling real supply chain analytics problems.  Some of the cases covered describe work at Gillette, Google, HP, a franchise fitness studio, and a steel importer.  The course covers capacity problems including machine scheduling, strategic sourcing in the presence of tariffs, and network design.  The course covers inventory problems including postponement center sizing, multiechelon inventory optimization, and supply chain configuration."
"Operations, Information and Decisions",OIDD6620,Enabling Technologies(1 CU),"Kartik Hosanagar, Lynn Wu, Kartik Hosanagar, Lynn Wu","This course is about understanding emerging technology enablers with a goal of stimulating thinking on new applications for commerce. The class is self-contained (mainly lecture-based) and will culminate in a class-driven identification of novel businesses that exploit these enablers. No prerequisite or technical background is assumed. Students with little prior technical background can use the course to become more technologically informed. Those with moderate to advanced technical background may find the course a useful survey of emerging technologies. The course is recommended for students interested in careers in consulting, investment banking and venture capital in the tech sector."
"Operations, Information and Decisions",OIDD6630,Databases for Analytics(0.5 CU),Lorin Hitt,"Relational databases are the primary way in which business data is stored and processed. This course focuses on the analysis of data in databases and the development of databases to support analytical tasks. Over the course of the semester, students will learn the database language SQL and use this language to perform analytical tasks on existing and self-created databases. In addition, we will cover database scripting languages and extensions. The course is intended as students with little or no database background and does not presume prior computer science or coding experience. This course is nearly all hands-on coding. Students interested in more conceptual discussions of technology should consider other OIDD offerings such as OIDD 662."
"Operations, Information and Decisions",OIDD6670,"A.I., Business, and Society(0.5 CU)","Kartik Hosanagar, Priyanka Vergadia, Vitaly Meursault","The course provides an overview of AI and its role in business transformation. The purpose of this course is to improve understanding of AI, discuss the many ways in which AI is being used in the industry, and provide a strategic framework for how to bring AI to the center of digital transformation efforts. In terms of AI overview, we will go over a brief technical overview for students who are not actively immersed in AI (topics covered include Big Data, data warehousing, datamining, machine learning, etc). In terms of business applications, we will consider applications of AI in Media, Finance, Healthcare, Retail, and other industries. Finally, we will consider how AI can be used as a source of competitive advantage. We will conclude with a discussion of ethical challenges and a governance framework for AI. No prior technical background is assumed but some interest in (and exposure to) technology is helpful. Every effort is made to build most of the lectures from the basics."
"Operations, Information and Decisions",OIDD6730,Global Supply Chain Mgmt.(0.5 CU),Santiago Gallino,"Several forces, ranging from technology that has dramatically reduced the cost of communication, to political developments such as the opening up of China, Vietnam, and Eastern Europe, have created an avalanche of outsourcing and offshoring and lead to supply chains that stretch halfway around the world. This course will study the many questions that arise in the management of such global supply chains, including: Which design and production activities to do in-house and which to outsource? Where to locate various activities around the world? How to forecast the many factors that influence these decisions, including inflation in cost factors such as labor and freight, and the likelihood of future government regulation or political instability? How to keep the supply chain flexible so as to adapt to change? How to manage a geographically disbursed supply chain, including what relationships to have with vendors to ensure low cost, high quality, flexibility, safety, humane labor practices and respect for sustainability of the environment? The course is highly interactive, using case discussions in most classes and senior supply chain executives in many sessions. Grades are based one-third each on class participation, individual write-ups of the discussion questions for 3 of the class sessions, and a course paper."
"Operations, Information and Decisions",OIDD6750,Financial Services Management(0.5 CU),Patrick Harker,"The financial services industry is a foundational pillar of both the U.S. and global economies, providing critical infrastructure for capital markets, credit intermediation, risk management, and financial planning. In the United States, the sector accounts for approximately 7.5% of GDP (excluding real estate), contributing over $2.2 trillion annually, and employs more than 8.5 million people. This course explores how process and technology management can be applied to improve efficiency, productivity and quality of this sector. We will take the traditional process view of operations to study how to design, deliver and innovate financial service processes with advances in technology. Drawing on the lessons from research and best practices, and from the perspective of financial institutions and regulators, the following topics will be covered: Designing Financial Services, Operational Risk Management in Financial Services, Innovating Financial Services. The course content blends rigorous quantitative and qualitative analysis, theories and practices, and practitioner and regulatory perspectives. The goal of this course is to cultivate the skills mandated by today’s increasingly complex and challenging environment facing financial services organizations."
"Operations, Information and Decisions",OIDD6900,Managerial Decision Making(1 CU),"Joseph Simmons, Katherine Milkman","The course is built around lectures reviewing multiple empirical studies, class discussion,and a few cases. Depending on the instructor, grading is determined by some combination of short written assignments, tests, class participation and a final project (see each instructor's syllabus for details)."
"Operations, Information and Decisions",OIDD6910,Negotiations(1 CU),"Eric Max, Erik Santoro, Gus Cooney, Mary McDonnell, Morvarid Taheripour, Nazli Bhatia, Rachel Arnett, uri zaK, Zachary Herrmann","This course examines the art and science of negotiation, with additional emphasis on conflict resolution. Students will engage in a number of simulated negotiations ranging from simple one-issue transactions to multi-party joint ventures. Through these exercises and associated readings, students explore the basic theoretical models of bargaining and have an opportunity to test and improve their negotiation skills. Cross-listed with MGMT 6910/OIDD 6910/LGST 8060. Format: Lecture, class discussion, simulation/role play, and video demonstrations. Materials: Textbook and course pack."
"Operations, Information and Decisions",OIDD6920,Advanced Topics Negotiation(1 CU),Maurice Schweitzer,"This is a course the builds on the basic Negotiation course. In this course, we explore a wide range of negotiation topics from crisis and hostage negotiations, to the role of emotions including anxiety, envy and anger in negotiations, to backlash effects for women in negotiations, and the role of alcohol in negotiations. We will survey many aspects of current negotiation research, discuss historic negotiation cases, and students will participate in role-play exercises. Many of the role play exercises will involve multi-party negotiations and afford opportunities to hone skills in team-based negotiations."
"Operations, Information and Decisions",OIDD6930,Influence(0.5 CU),Cade Massey,"Building, protecting and using influence is critical for achieving your goals. This requires good personal decision making as well as understanding others' decision-making, proficiency at the negotiation table as well as with the tacit negotiations before and after sitting at the table. In this course, we focus on building your facility with a wide range of influence tools to help with these efforts. Topics include power and status, informal networks, coalitions and persuasion."
"Operations, Information and Decisions",OIDD6950,Semester in San Francisco Regional Seminar(0.5 CU),Karl Thatcher Ulrich,"As part of the Wharton Semester in San Francisco (SSF) program, this course is designed to (i) provide integrative material that emphasizes links between finance, marketing, product design, negotiations, and other themes in the SSF academic curriculum; (ii) link classroom theories and principles to actual practice by reflecting on the academic literature and (iii) highlight the unique characteristics of, and the programs proximity to, the Bay Area economy. All students participating in the SSF are required to register for this Regional Seminar."
"Operations, Information and Decisions",OIDD6970,Retail Operations(0.5 CU),Santiago Gallino,"This course is highly recommended for students with an interest in pursuing careers in: (1) retailing and retail supply chains; (2) businesses like banking, consulting, information technology, that provides services to retail firms; (3) manufacturing companies (e.g. P&G) that sell their products through retail firms. Retailing is a huge industry that has consistently been an incubator for new business concepts. This course will examine how retailers understand their customers' preferences and respond with appropriate products through effective supply chain management. Supply chain management is vitally important for retailers and has been noted as the source of success for many retailers such as Wal-mart and Home Depot, and as an inhibitor of success for e-tailers as they struggle with delivery reliability. See M. L. Fisher, A. Raman and A. McClelland, ""Rocket Science Retailing is Coming - Are You Ready?,"" Harvard Business Review, July/August 2000 for related research."
"Operations, Information and Decisions",OIDD6990,Advanced Topics(1 CU),Serguei Netessine,"OIDD 699 is an advanced topics and experimental course. For Spring 2023, the Choice Architecture Lab is a course that will empower you to apply behavioral science concepts and methods outside the classroom for real-world impact in organizations. It’s one thing to learn about decision heuristics and biases, choice architecture tools, and nudging in the classroom. It’s an entirely other thing to successfully apply these insights and methods to real-world problems. This semester-long lab is designed to give students hands-on experience, pairing small teams of students with external organizations (a mix of for-profit and nonprofit, large-scale and startup companies) in mini-consulting engagements and providing coaching along the way. Students will be researching, observing, writing, listening, debating, creating, testing, analyzing, and presenting—all to implement a real and valuable change in the assigned organization’s world. Lectures and working sessions will focus on reviewing core decision and behavioral science concepts, sharing more about their nuances and complexities, tackling common challenges in applying them in the “real world”, and strengthening skills in running experiments. Class activities will be highly hands-on, including games, debates, and mini-hackathons. Where applicable, practitioners and experts will visit class to share their stories and give advice on student projects. Students interested in applying behavioral science to their professional work within their post-Wharton career are encouraged to apply for this course."
"Operations, Information and Decisions",OIDD7050,Leading With Grit: How to Inspire with Passion and Perseverance for Long-Term Goals(0.5 CU),Angela Duckworth,"The aims of Leading With Grit are two-fold: (1) to help students apply scientific insights about passion and perseverance for long-term goals to their own career, and (2) to prepare them to lead an organization that encourages grit among its employees. At the heart of this course are cutting-edge scientific insights on the mindsets, strategies, and contextual factors that incline individuals to pursue challenges that take years (or more) to complete. Each week, in addition to a three-hour seminar, students will complete an experiential activity, a brief written reflection, and readings. Most weeks, we will welcome a Grit Guest, an outside speaker who exemplifies grit, for a fireside chat on that week's topic."
"Operations, Information and Decisions",OIDD7610,Climate Risks and Opportunities(1 CU),Parinitha Sastry,"Climate change represents one of the most urgent threats to humanity’s future. Transforming the global economy to manage this threat will require trillions of dollars in capital, creating unprecedented risks as well as opportunities in financial markets. This course uses the tools of financial economics to understand strategies for managing risks and financing climate technologies across a range of asset classes, including carbon markets, project finance, venture capital, private equity, public equities, fixed income, and real assets. Students will also explore how financing strategies interact with public policy and political risk in both the developed and emerging market contexts. The course concludes with debates on corporate purpose, including what role businesses and financial institutions should play in addressing climate change."
"Operations, Information and Decisions",OIDD7620,Environmental Sustainability and Value Creation(0.5 CU),David Jacoby,"This course provides an overview of topics related to corporate sustainability with a focus on how environmentally sustainable approaches can create value for the firm. The course explores trends in corporate practices and students consider specific examples of such practices to examine the interactions between the firm and the environment. This course has three objectives: to increase students' knowledge of sustainability practices and their impact on firm performance; to teach students to think strategically and act entrepreneurially on environmental issues; and to help students design business approaches to improve environmental outcomes, while simultaneously creating value."
"Operations, Information and Decisions",OIDD7770,Introduction to Python for Data Science(1 CU),"Dean Knox, Richard Paul Waterman","The goal of this course is to introduce the Python programming language within the context of the closely related areas of statistics and data science. Students will develop a solid grasp of Python programming basics, as they are exposed to the entire data science workflow, starting from interacting with SQL databases to query and retrieve data, through data wrangling, reshaping, summarizing, analyzing and ultimately reporting their results. Competency in Python is a critical skill for students interested in data science. Prerequisites: No prior programming experience is expected, but statistics, through the level of multiple regression is required. This requirement may be fulfilled with MBA courses such as STAT 6130/6210; or by waiving MBA statistics."
"Operations, Information and Decisions",OIDD7820,Corrupted Information(1 CU),Nina Strohminger,"Traditionally, the problem of decision-making under uncertainty is presented in terms of the cognitive limitations of the decision-maker. This course explores the problem in terms of how information is manipulated, withheld, and outright fabricated by those controlling the information flow. Environments rich in corrupted information generate a unique suite of challenges for the decision-maker, among them how to interpret expert testimony, scientific data, advertisements, and claims from business leaders and media. Beginning with the foundational issue of information asymmetry, this course provides a wide-ranging review of the many ways that uncertainty is used to stymie our ability to draw unbiased conclusions. Topics covered include: the weaponization of confidence and doubt, spin, the modern attention economy, deep fakes, and how to distinguish experts from frauds. We will examine various strategies for balancing skepticism with trust, particularly in corrupted systems. By the end of the course, you will have an understanding of the theoretical underpinnings of corrupted information, and a toolkit for navigating the obstacles it places between the decision-maker and the truth."
"Operations, Information and Decisions",OIDD7930,People Analytics(0.5 CU),Matthew Bidwell,"This course examines the use of data to improve how people are managed within organizations. Recent years have seen a growing movement to bring more science to how we manage people. In some cases, that means ensuring that whatever practices and approaches we adopt are backed up by solid evidence as to their effectiveness. Often, organizations will seek to go further, analyzing their own data to identify problems and learn what is working and what is not in their own context. This course applies the insights of the people analytics movement to help students become better managers and more critical analysts within their organizations. The course aims to develop students in three specific ways. First, it provides students with an up-to-the-minute grounding in current evidence about managing people, providing a knowledge base that can ensure that their future management is guided by best practices. Second, it develops the skills and understanding necessary to be thoughtful, critical consumers of evidence on people management, allowing them to make the most of the analysis available to them as they make people decisions. Third, it provides guidance and practice in conducting people analytics, preparing students to gather data of their own, and making them more skilled analysts. The course addresses these topics through a mixture of lecture, case discussion, and hands on exploration of a variety of data sets."
"Operations, Information and Decisions",OIDD8050,Risk Management(1 CU),Deniz Selman,"The last financial crisis and subsequent recession provide ample evidence that failure to properly manage risk can result in disaster. Individuals and firms confront risk in nearly all decisions they make. People face uncertainty in their choice of careers, spending and saving decisions, family choices, and many other facets of life. Similarly, the value that firms create by designing and marketing good products is at risk from a variety of sources. The bankruptcy of a key supplier, sharp rise in cost of financing, destruction of an important asset, impact of global warming, or a liability suit can quickly squander the value created by firms. In extreme cases, risky outcomes can bankrupt a firm, as has happened recently to manufacturers of automobile parts and a variety of financial service firms. The events since the Global Financial Crisis also offer stark reminders that risk can impose significant costs on individuals, firms, governments, and societ6y as a whole. This course explores how individuals and firms assess and evaluate risk, examines the tools available to successfully manage risk, and discusses real-world phenomena that limit the desired amount of risk-sharing. Our focus is primarily on explaining the products and institutions that will serve you better when making decisisions in your future careers and lives."
"Operations, Information and Decisions",OIDD8970,Global Modular Course(1 CU),"Edwin Keh, Hummy Song, Janice Bellace, Philip M Nichols, Santiago Gallino, Senthil Veeraraghavan, Sergei Savin, Ziv Z Katalan",Global Modular Course (GMC) - MBA
Real Estate,REAL7050,"Global Real Estate: Risk, Politics and Culture(1 CU)",Maisy Wong,"This is an introductory course on real estate markets around the world. The goal of the course is to help students develop a global mindset by introducing and applying the basics of real estate valuation and risk management to a wide range of global contexts. The course emphasizes topics students will need to understand cross-border real estate strategies, including currency risk, political risk, rule of law, property rights, and culture. We will discuss relevant current events and use them to characterize risks facing real estate investors. The course largely covers markets outside the United States, except when it is useful to compare with the U.S. or for occasional special topics. We will focus more on the qualitative aspects of real estate investment analysis and less on the quantitative aspects. This is a full-semester course, cross-listed for MBA’s and undergraduates."
Real Estate,REAL7080,Housing Markets(1 CU),Allison Shertzer,"This course is designed for students interested in the economics and operations of housing markets.  It is primarily a U.S.-focused course.  The class is divided into five sections:  (1) economic analysis of housing market fundamentals (supply and demand);  (2) a policy analysis section on housing affordability issues in the U.S.;  (3) operations of homebuilders and rental landlords, as well as the single family rental sector;  this section includes a series of guest lecturers from industry executives;  (4) the nature of housing cycles;  and (5) a discussion of factors that have affected the evolution of housing markets over the long run. This course presumes knowledge of intermediate microeconomics.  For Wharton students, this means you must have passed MGEC 6110.  Non-Wharton students should have taken the equivalent course in the College.  The class is primarily lecture based, although we will have one flipped class, as well as a number of guest lecturers from industry.  There are two in-class midterms and two assignments."
Real Estate,REAL7210,Real Estate Investment: Analysis and Financing(1 CU),"Benjamin Keys, James Vickery, Sophie Calder-Wang, Todd Sinai","This course provides an introduction to real estate investing with a focus on financial and economic analysis. It is intended both as a foundational class for students considering a career in real estate as well as a survey class for students interested in finance who want to learn about the real estate sector.  Project evaluation, financing strategies, risk assessment, investment decision making, and real estate capital markets are covered. No prior knowledge of the industry is required, but students will rapidly acquire a working knowledge of real estate markets and will quickly develop the quantitative tools to help them make investment decisions. Classes are conducted in a standard lecture format with discussion required. The course contains cases that help students evaluate the impact of more complex financing and capital markets tools used in real estate. There are three case studies and two midterms.  FNCE 6110 is required as the class assumes comfort with Corporate Finance concepts and terms."
Real Estate,REAL7240,Urban Real Estate Economics(1 CU),Gilles Duranton,"Urban Real Estate Economics uses economic concepts to analyze real estate markets, values, and trends. The course focuses on market dynamics in the U.S. and internationally, with an emphasis on how urban growth and local and federal government policies impact urban development and real estate pricing. A group development project gives hands on experience, and invited guest speakers bring industry knowledge. Besides the group project and presentation, problem sets are required along with a midterm and optional second exam. Lecture with discussion required."
Real Estate,REAL7300,Urban Fiscal Policy(1 CU),Fernando Ferreira,"This course will examine the provision of public services for firms and people through cities and other local governments.  Why cities exist, when fiscal policy fails, investments in infrastructure, how to improve school quality, realities of local governments such as inequality, crime, corruption, high cost of living, congestion, and unfunded pensions will be covered.  We will pay special attention to recent topics, such as the impact of the Covid-19 pandemic on city and public school finances, racial differences in police use of force, partnerships with the private sector, enterprise zones, the role of technology, and real estate policies that may (or may not!) promote housing affordability, such as inclusionary zoning and rent control."
Real Estate,REAL8040,Real Estate Law(1 CU),David Lebor,"This course examines the fundamentals of real estate finance and development from a legal and managerial perspective. The course serves as a foundation course for real estate majors and provides an introduction to real estate for other students. It attempts to develop skills in using legal concepts in a real estate transactional setting. The course will be of interest to students contemplating careers in accounting, real estate development, real estate finance, city planning, or banking. The main topics covered may include the following: land acquisition, finance; choice of entity; tax aspects; management (leasing, environmental); disposition of real property (sale of mortgaged property, foreclosures, wraparound mortgages, sale-leasebacks); and recent legal developments. Lectures and class discussion required."
Real Estate,REAL8210,Real Estate Development(1 CU),"Alan Feldman, Asuka Nakahara, Tony Dona","This course evaluates ""ground-up"" development as well as re-hab, re-development, and acquisition investments. We examine raw and developed land and the similarities and differences of traditional real estate product types including office, R & D, retail, warehouses, single family and multi-family residential, mixed use, and land as well as ""specialty"" uses like golf courses, assisted living, and fractional share ownership. Emphasis is on concise analysis and decision making. We discuss the development process with topics including market analysis, site acquisition, due diligence, zoning, entitlements, approvals, site planning, building design, construction, financing, leasing, and ongoing management and disposition. Special topics like workouts and running a development company are also discussed. Course lessons apply to all markets, but the class discusses U.S. markets only. Throughout the course, we focus on risk management and leadership issues. Numerous guest lecturers who are leaders in the real estate industry participate in the learning process. Format: predominately case analysis and discussion, some lectures."
Real Estate,REAL8360,International Housing Comparisons(1 CU),Susan M Wachter,"This course analyzes housing finance systems and housing market outcomes across the globe. In the US, the course focuses on the development of securitization markets and addresses the current challenges of housing finance reform, including the future of Fannie Mae and Freddie Mac. Internationally, the course covers issues of access to housing and housing informality in developing countries, financial crises arising out of the housing sector, and market-oriented and public policy solutions. The course features a wide array of speakers in finance, government and academia who contribute their perspectives to pressing issues of mortgage market design."
Real Estate,REAL8400,Advanced Real Estate Investment and Analysis(1 CU),Todd Sinai,"This course, is designed for majors in Real Estate, but is also open to finance-oriented students who wish a deeper analysis of real estate investment and investment analysis issues than that offered in REAL/FNCE 721. The class will contain a mixture of lectures, guest speakers and case discussions. Academic research is paired with recent industry analysis of key issues in order to marry sound theory and empirical results with current events and practices. Several classes will include lectures outlining what economics and finance tell us about a number of topics. Generally, these will be followed by guest lectures from industry professionals who will focus on a specific application of the principles introduced in the lectures. Format: Lecture, industry speakers."
Real Estate,REAL8700,Real Estate Data Analytics(0.5 CU),Benjamin Keys,"In real estate investment, data is used in a variety of ways to inform decision-making. The purpose of this course is to gain familiarity with analytical tools and techniques as they relate to guiding investment in primary real estate markets and capital markets. Students will learn statistical methods, data manipulation, data visualization, and apply business analytics tools to data on properties, mortgages, and macroeconomic indicators. A series of guest speakers will demonstrate how analytics is used in the industry, and the strengths and limitations of using data to guide investment decisions. The course will use data analytics to connect economics and finance concepts with real-world applications. The course will use the R software package, but relevant materials will be provided and no prior coding experience is necessary."
Real Estate,REAL8750,Real Estate Disruptions(1 CU),"Gilles Duranton, Richard Mack","In the years before Covid, real Estate started to change dramatically for the first time in perhaps one hundred years. Covid and its aftermath led to further disruptions. This class will examine how technology is changing in many facets (all) of the industry. This course will address how technology has already changed the demand for real estate and how it will likely change how real estate is used, designed, developed, constructed, managed, leased, maintained, and financed. Among many questions to be considered: Can you crowd-fund real estate development? Will the office business become a part of hospitality? Can we build new buildings like we assemble legos? How will autonomous vehicles affect the demand for space and property values? What is the future of new data analytics services? What are the effects of working from home on cities and various real estate asset classes? This team-taught course will bring together a recognized industry leader and Wharton faculty. Includes a broad set of guest lecturers (Start-up entrepreneurs, incumbents, non-RE technology specialists, etc.). We believe there is no single approach to gaining insight into disruptions and change under uncertainty, so we will propose a mix of approaches, including in-depth case studies, interactions with guest lecturers who handle those issues daily, learning from economic history and other industries, and drawing from core economic concepts."
Real Estate,REAL8910,Real Estate Entrepreneurship(0.5 CU),"Ari Shalam, Robert Chalfin","This half-semester course focuses on the entrepreneurial aspects of the real estate investment business. The course structure is designed to track the life cycle of real estate investing with different units focusing on discrete stages of the deal process from sourcing,  financing, and capital raising through asset management and property disposition. At each juncture, granular attention is paid to real-life deal making skills, all from the perspective of an entrepreneur operating with limited resources in different economic environments. As part of the class, students will analyze deals, models and investment documentation that, once assembled and retained, will arm them with a comprehensive ""deal tool kit"" that they can continuously reference as they engage in real estate transactions throughout their career. At the end of the course, time will be allocated to discuss the trajectory of entrepreneurship and how it corresponds to careers in the real estate business."
